province,province_id,community,community_id,settlement,table,main_num1,sub_num2,sub_num3,sub_num4,full_code,name,significance,date,location,notes,revoked_act,legal_act,type,subtype,comment,lon,lat
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.4,9.10/9.4.1.4,խաչքար` Մեհրիկի,Հ,1464 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.5,9.10/9.4.1.5,խաչքար` Վասակի,Հ,1479 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.6,9.10/9.4.1.6,խաչքար` Թամաքհի,Հ,15-րդ դ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.7,9.10/9.4.1.7,խաչքար` Ստեփանոսի,Հ,1555 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.8,9.10/9.4.1.8,տապանաքար` Լիպարիտի,Հ,1281 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.9,9.10/9.4.1.9,տապանաքար` Էսուկանի,Հ,1301 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.10,9.10/9.4.1.10,տապանաքար` Բարսեղ քահանայի,Հ,1433 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.11,9.10/9.4.1.11,տապանաքար` Դետի,Հ,1446 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.12,9.10/9.4.1.12,տապանաքար` Խոշիշի,Հ,1460 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.13,9.10/9.4.1.13,տապանաքար` Գոնցայի,Հ,1467 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.14,9.10/9.4.1.14,տապանաքար` Թումայի,Հ,1473 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.15,9.10/9.4.1.15,տապանաքար Խաչատուր քահանայի,Հ,1496 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,,9.4.1.16,9.10/9.4.1.16,տապանաքար` Գրիգոր եպիսկոպոսի,Հ,1510 թ.,,,,"17.06.2003, N 754-Ն",Հուշարձաններ,Տապանաքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.4.2,,9.10/9.4.2,խաչքար` Սմպատի,Հ,1219 թ.,,եկեղեցու սյունասրահում,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.4.3,,9.10/9.4.3,խաչքար` Թանկողիլի,Հ,1499 թ.,,եկեղեցու սյունասրահում,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,9.5,,,9.10/9.5,եկեղեցի ս. Կարապետ,Հ,1041 թ.,,"համալիրի աե-յան կառույցների հս մասում, պատվիրատու՝ վանքի առաջնորդ Վարդիկ",,"17.06.2003, N 754-Ն",Կրոնական,Եկեղեցի,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,9.6,,,9.10/9.6,մատուռ (մատուռ-եկեղեցի),Հ,13-րդ դ.,,կառուցված համալիրի դարպասի վրա,,"17.06.2003, N 754-Ն",Կրոնական,Մատուռ,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,9.7,,,9.10/9.7,բնակելի և տնտեսական շինություններ,Հ,13-14-րդ դդ.,,համալիրի ամ-յան կառույցների խմբում,,"17.06.2003, N 754-Ն",Բնակելի / Շինություններ,Բնակելի,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,9.8,,,9.10/9.8,պարիսպ,Հ,10-11-րդ դդ.,,,,"17.06.2003, N 754-Ն",Ինժեներական / Տնտեսական,Պարիսպ,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,9.9,,,9.10/9.9,գերեզմանոց,Հ,10-14-րդ դդ.,,համալիրի աե մասում,,"17.06.2003, N 754-Ն",Թաղումներ,Գերեզմանոց,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.1,,9.10/9.9.1,խաչքար,Հ,977 թ.,,ս. Կարապետ եկեղեցուց հվ-աե եզրերը ջարդոտված,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.2,,9.10/9.9.2,խաչքար,Հ,983 թ.,,"ս. Հովհաննես եկեղեցուց 10 մ աե, ընկած գետնին, արձանագրությունն՝ եղծված",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.3,,9.10/9.9.3,խաչքար,Հ,10-րդ դ.,,"գմբեթավոր եկեղեցուց 50 մ հվ, ընկած գետնին",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.4,,9.10/9.9.4,խաչքար,Հ,10-րդ դ.,,"ս. Հովհաննես եկեղեցուց 15 մ աե, ընկած գետնին, երկատված",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.5,,9.10/9.9.5,խաչքար,Հ,10-11-րդ դդ.,,ս. Կարապետ եկեղեցուց 30 մ հվ,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.6,,9.10/9.9.6,խաչքար` Սարգսի,Հ,1023 թ.,,"ս. Կարապետ եկեղեցուց 50 մ հվ, ընկած գետնին",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.7,,9.10/9.9.7,խաչքար` Թեոդորոսի,Հ,1040 թ.,,"ս. Հովհաննես եկեղեցուց 10 մ հվ, ընկած գետնին",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.8,,9.10/9.9.8,խաչքար,Հ,1041 թ.,,"ս. Հովհաննես եկեղեցու ամ ճակատին, կրկնակի կամարով ձևավորված խորշի 2 կողմերում",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.9,,9.10/9.9.9,խաչքար,Հ,1041 թ.,,"ս. Հովհաննես եկեղեցու ամ ճակատին, կրկնակի կամարով ձևավորված խորշի 2 կողմերում",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.10,,9.10/9.9.10,խաչքար,Հ,11-րդ դ.,,"ս. Կարապետ եկեղեցուց 25 մ հվ, եղծված արձանագրությամբ",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.11,,9.10/9.9.11,խաչքար,Հ,11-րդ դ.,,"ս. Հովհաննես եկեղեցուց 200 մ հվ, հենած քարաբեկորներին, վերնամասը չի պահպանվել",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.12,,9.10/9.9.12,խաչքար,Հ,11-րդ դ.,,"ս. Կարապետ եկեղեցուց 10 մ հվ, պատվանդանին, զույգ խաչքարերից աջակողմյանը",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.13,,9.10/9.9.13,խաչքար,Հ,11-րդ դ.,,"ս. Կարապետ եկեղեցուց 10 մ հվ, պատվանդանին, զույգ խաչքարերից ձախակողմյանը",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.14,,9.10/9.9.14,խաչքար,Հ,11-12-րդ դդ.,,"ս. Կարապետ եկեղեցուց հվ, ընկած գետնին",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.15,,9.10/9.9.15,խաչքար,Հ,11-12-րդ դդ.,,"ագուցված ս. Կարապետ եկեղեցու հս պատին, արտաքուստ",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.16,,9.10/9.9.16,խաչքար,Հ,11-12-րդ դդ.,,"ս. Հովհաննես եկեղեցու գավթում, ստորին մասը կոտրված",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.17,,9.10/9.9.17,խաչքար,Հ,11-12-րդ դդ.,,"ս. Կարապետ եկեղեցուց 50 մ հվ, հենած քարաբեկորներին",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.18,,9.10/9.9.18,խաչքար` Գրիգոր քահանայի,Հ,1151 թ.,,կանգնեցված ս. Հովհաննես եկեղեցու գավթի ամ պատի տակ,,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
Վայոց ձոր,,,,Արտաբույնք գյուղ,9.10,,,9.9.19,,9.10/9.9.19,խաչքար,Հ,12-րդ դ.,,"ագուցված ս. Կարապետ եկեղեցու հս պատին, արտաքուստ",,"17.06.2003, N 754-Ն",Հուշարձաններ,Խաչքար,,,
