year,month,day,births,weekday
1907,7,1,1,1
1911,11,1,1,3
1912,1,12,1,5
1912,7,5,1,5
1913,8,15,1,5
1913,8,29,1,5
1915,7,1,1,4
1916,1,2,1,7
1916,2,13,1,7
1916,5,1,1,1
1916,9,9,1,6
1916,9,15,1,5
1916,11,2,1,4
1917,1,16,1,2
1917,7,13,1,5
1917,8,13,1,1
1918,1,1,1,2
1918,1,5,1,6
1918,2,1,1,5
1918,4,18,1,4
1918,6,14,1,5
1918,6,27,1,4
1918,8,22,1,4
1918,8,27,1,2
1918,9,5,1,4
1918,10,17,1,4
1918,11,13,1,3
1918,11,29,1,5
1918,12,14,1,6
1918,12,25,1,3
1919,1,1,1,3
1919,1,6,1,1
1919,2,7,1,5
1919,2,21,1,5
1919,2,24,1,1
1919,3,12,1,3
1919,5,20,1,2
1919,7,1,3,2
1919,7,7,1,1
1919,8,29,1,5
1919,11,26,1,3
1920,1,1,2,4
1920,1,3,1,6
1920,1,7,1,3
1920,1,10,1,6
1920,1,12,1,1
1920,1,16,1,5
1920,1,20,1,2
1920,2,6,1,5
1920,2,17,1,2
1920,2,25,1,3
1920,3,4,1,4
1920,3,6,1,6
1920,3,20,1,6
1920,4,1,1,4
1920,4,12,1,1
1920,4,20,1,2
1920,5,11,1,2
1920,6,1,1,2
1920,6,5,1,6
1920,7,1,4,4
1920,7,27,1,2
1920,9,26,1,7
1920,9,28,1,2
1920,10,5,1,2
1920,10,12,1,2
1920,10,20,1,3
1920,12,22,1,3
1921,1,1,3,6
1921,1,6,1,4
1921,1,13,1,4
1921,2,10,1,4
1921,2,11,1,5
1921,2,22,1,2
1921,3,7,1,1
1921,3,10,2,4
1921,3,13,1,7
1921,3,25,1,5
1921,4,3,1,7
1921,5,9,1,1
1921,5,12,1,4
1921,5,15,3,7
1921,5,20,1,5
1921,5,24,1,2
1921,5,28,1,6
1921,6,9,1,4
1921,7,1,5,5
1921,7,18,1,1
1921,8,18,1,4
1921,8,28,1,7
1921,9,15,1,4
1921,9,22,1,4
1921,9,26,2,1
1921,10,6,1,4
1921,11,4,1,5
1921,11,10,1,4
1921,11,17,1,4
1921,12,5,1,1
1921,12,25,1,7
1922,1,1,2,7
1922,1,3,1,2
1922,1,7,1,6
1922,1,8,1,7
1922,1,13,1,5
1922,1,15,1,7
1922,1,20,1,5
1922,1,21,1,6
1922,2,4,2,6
1922,2,5,1,7
1922,2,10,1,5
1922,2,22,1,3
1922,2,23,1,4
1922,3,8,1,3
1922,4,2,1,7
1922,4,8,1,6
1922,4,12,1,3
1922,4,20,2,4
1922,5,2,1,2
1922,5,7,1,7
1922,5,22,1,1
1922,5,27,1,6
1922,6,5,1,1
1922,6,15,1,4
1922,6,25,1,7
1922,7,1,5,6
1922,7,4,1,2
1922,7,10,1,1
1922,7,15,2,6
1922,7,20,1,4
1922,8,1,1,2
1922,8,22,1,2
1922,9,12,1,2
1922,9,13,1,3
1922,9,20,1,3
1922,9,27,1,3
1922,10,1,1,7
1922,10,12,1,4
1922,11,7,1,2
1922,11,17,1,5
1922,11,21,1,2
1922,11,22,1,3
1922,11,27,1,1
1922,11,29,1,3
1922,12,7,1,4
1922,12,24,1,7
1922,12,25,1,1
1922,12,28,3,4
1922,12,31,1,7
1923,1,2,1,2
1923,1,7,1,7
1923,1,10,1,3
1923,1,11,1,4
1923,1,13,1,6
1923,1,15,1,1
1923,1,16,1,2
1923,1,18,1,4
1923,1,20,1,6
1923,1,23,1,2
1923,1,27,1,6
1923,2,4,1,7
1923,2,5,1,1
1923,2,8,2,4
1923,2,12,2,1
1923,2,15,1,4
1923,2,16,1,5
1923,3,3,3,6
1923,3,8,1,4
1923,3,19,1,1
1923,3,20,2,2
1923,3,25,1,7
1923,3,29,1,4
1923,4,3,2,2
1923,4,8,1,7
1923,4,10,1,2
1923,4,14,1,6
1923,4,16,1,1
1923,4,21,1,6
1923,4,26,1,4
1923,5,2,1,3
1923,5,9,1,3
1923,5,10,2,4
1923,5,16,1,3
1923,5,20,1,7
1923,5,21,1,1
1923,5,23,1,3
1923,5,24,1,4
1923,5,25,2,5
1923,6,1,1,5
1923,6,10,1,7
1923,6,12,1,2
1923,6,17,1,7
1923,6,20,1,3
1923,6,25,1,1
1923,6,28,1,4
1923,7,1,6,7
1923,7,13,1,5
1923,7,15,1,7
1923,7,26,1,4
1923,7,30,1,1
1923,8,2,1,4
1923,8,4,1,6
1923,8,6,2,1
1923,8,10,1,5
1923,8,24,1,5
1923,8,25,1,6
1923,8,28,1,2
1923,8,29,1,3
1923,9,1,1,6
1923,9,4,2,2
1923,9,7,2,5
1923,9,8,2,6
1923,9,9,1,7
1923,9,20,1,4
1923,9,25,1,2
1923,10,1,1,1
1923,10,3,1,3
1923,10,5,1,5
1923,10,8,1,1
1923,10,14,1,7
1923,10,22,1,1
1923,10,23,2,2
1923,10,26,1,5
1923,11,7,2,3
1923,11,10,1,6
1923,11,12,1,1
1923,11,16,1,5
1923,11,30,2,5
1923,12,7,2,5
1923,12,15,2,6
1923,12,17,1,1
1923,12,19,1,3
1923,12,20,1,4
1923,12,21,1,5
1923,12,24,1,1
1923,12,28,2,5
1924,1,1,5,2
1924,1,2,1,3
1924,1,3,1,4
1924,1,4,1,5
1924,1,5,3,6
1924,1,8,1,2
1924,1,9,1,3
1924,1,10,1,4
1924,1,12,1,6
1924,1,13,3,7
1924,1,14,1,1
1924,1,15,2,2
1924,1,20,1,7
1924,1,21,1,1
1924,1,22,1,2
1924,1,27,2,7
1924,1,29,1,2
1924,1,31,1,4
1924,2,2,1,6
1924,2,3,1,7
1924,2,5,2,2
1924,2,6,4,3
1924,2,7,1,4
1924,2,12,1,2
1924,2,14,1,4
1924,2,15,3,5
1924,2,16,1,6
1924,2,17,1,7
1924,2,20,2,3
1924,2,24,2,7
1924,2,25,1,1
1924,2,26,1,2
1924,3,1,1,6
1924,3,2,1,7
1924,3,4,1,2
1924,3,5,1,3
1924,3,8,3,6
1924,3,9,1,7
1924,3,10,2,1
1924,3,14,1,5
1924,3,16,1,7
1924,3,17,2,1
1924,3,24,1,1
1924,3,30,1,7
1924,3,31,1,1
1924,4,1,2,2
1924,4,4,1,5
1924,4,5,1,6
1924,4,8,1,2
1924,4,10,1,4
1924,4,14,1,1
1924,4,15,1,2
1924,4,20,1,7
1924,4,24,1,4
1924,4,25,3,5
1924,4,26,2,6
1924,5,1,3,4
1924,5,5,3,1
1924,5,6,2,2
1924,5,9,2,5
1924,5,10,2,6
1924,5,12,1,1
1924,5,13,1,2
1924,5,15,1,4
1924,5,16,2,5
1924,5,17,1,6
1924,5,18,2,7
1924,5,20,2,2
1924,5,24,2,6
1924,5,28,1,3
1924,6,2,1,1
1924,6,5,1,4
1924,6,10,1,2
1924,6,14,1,6
1924,6,15,3,7
1924,6,17,1,2
1924,6,18,1,3
1924,6,19,1,4
1924,6,20,1,5
1924,7,1,10,2
1924,7,6,2,7
1924,7,12,1,6
1924,7,15,1,2
1924,7,18,1,5
1924,7,20,2,7
1924,7,26,1,6
1924,8,3,1,7
1924,8,5,1,2
1924,8,19,1,2
1924,8,20,1,3
1924,9,10,1,3
1924,9,12,1,5
1924,9,13,1,6
1924,9,15,1,1
1924,9,18,2,4
1924,9,21,1,7
1924,9,24,1,3
1924,9,25,1,4
1924,9,27,1,6
1924,9,28,1,7
1924,9,30,1,2
1924,10,1,2,3
1924,10,4,3,6
1924,10,10,1,5
1924,10,13,1,1
1924,10,15,1,3
1924,10,21,1,2
1924,10,24,1,5
1924,10,25,1,6
1924,10,28,1,2
1924,11,2,1,7
1924,11,4,1,2
1924,11,5,1,3
1924,11,7,1,5
1924,11,8,1,6
1924,11,10,2,1
1924,11,11,1,2
1924,11,16,1,7
1924,11,19,1,3
1924,11,20,1,4
1924,11,22,1,6
1924,11,25,1,2
1924,11,26,1,3
1924,11,29,1,6
1924,12,7,2,7
1924,12,10,2,3
1924,12,15,1,1
1924,12,18,2,4
1924,12,20,1,6
1924,12,22,2,1
1924,12,23,2,2
1924,12,24,1,3
1924,12,25,2,4
1924,12,27,1,6
1924,12,29,1,1
1924,12,31,1,3
1925,1,1,5,4
1925,1,2,1,5
1925,1,5,2,1
1925,1,6,1,2
1925,1,7,1,3
1925,1,10,1,6
1925,1,12,1,1
1925,1,13,1,2
1925,1,15,4,4
1925,1,17,1,6
1925,1,18,2,7
1925,1,20,2,2
1925,1,23,2,5
1925,1,25,1,7
1925,1,27,2,2
1925,1,28,1,3
1925,2,1,1,7
1925,2,2,1,1
1925,2,5,3,4
1925,2,7,2,6
1925,2,8,1,7
1925,2,10,2,2
1925,2,11,2,3
1925,2,13,1,5
1925,2,15,3,7
1925,2,18,1,3
1925,2,20,1,5
1925,2,21,1,6
1925,2,22,1,7
1925,2,23,1,1
1925,2,25,1,3
1925,2,27,1,5
1925,2,28,1,6
1925,3,1,3,7
1925,3,2,1,1
1925,3,5,1,4
1925,3,6,2,5
1925,3,7,1,6
1925,3,8,3,7
1925,3,11,1,3
1925,3,12,3,4
1925,3,14,2,6
1925,3,15,2,7
1925,3,16,2,1
1925,3,18,2,3
1925,3,20,1,5
1925,3,21,1,6
1925,3,22,1,7
1925,3,23,1,1
1925,3,25,1,3
1925,3,27,2,5
1925,3,28,2,6
1925,3,29,1,7
1925,3,30,1,1
1925,4,1,1,3
1925,4,3,1,5
1925,4,4,1,6
1925,4,5,1,7
1925,4,10,1,5
1925,4,12,2,7
1925,4,15,1,3
1925,4,19,1,7
1925,4,20,3,1
1925,4,21,1,2
1925,4,22,1,3
1925,4,25,1,6
1925,4,28,3,2
1925,5,1,1,5
1925,5,3,1,7
1925,5,4,1,1
1925,5,5,1,2
1925,5,6,2,3
1925,5,10,2,7
1925,5,11,1,1
1925,5,13,1,3
1925,5,15,1,5
1925,5,16,1,6
1925,5,18,1,1
1925,5,20,1,3
1925,5,21,1,4
1925,5,22,1,5
1925,5,23,1,6
1925,5,25,5,1
1925,5,27,1,3
1925,6,1,1,1
1925,6,2,1,2
1925,6,3,1,3
1925,6,5,1,5
1925,6,6,2,6
1925,6,7,1,7
1925,6,14,2,7
1925,6,15,2,1
1925,6,16,1,2
1925,6,17,1,3
1925,6,20,3,6
1925,6,28,1,7
1925,6,30,2,2
1925,7,1,20,3
1925,7,10,2,5
1925,7,12,1,7
1925,7,13,1,1
1925,7,14,2,2
1925,7,15,1,3
1925,7,16,1,4
1925,7,20,2,1
1925,7,23,1,4
1925,7,26,1,7
1925,7,30,1,4
1925,8,2,1,7
1925,8,10,1,1
1925,8,12,1,3
1925,8,14,1,5
1925,8,16,1,7
1925,8,17,1,1
1925,8,20,2,4
1925,8,28,1,5
1925,8,29,1,6
1925,8,30,1,7
1925,9,3,1,4
1925,9,6,1,7
1925,9,8,1,2
1925,9,10,1,4
1925,9,11,1,5
1925,9,13,1,7
1925,9,14,2,1
1925,9,15,2,2
1925,9,17,1,4
1925,9,18,1,5
1925,9,22,1,2
1925,9,25,2,5
1925,9,27,1,7
1925,9,30,1,3
1925,10,1,3,4
1925,10,2,1,5
1925,10,4,1,7
1925,10,6,1,2
1925,10,7,2,3
1925,10,9,2,5
1925,10,10,1,6
1925,10,16,1,5
1925,10,17,1,6
1925,10,23,1,5
1925,10,24,1,6
1925,10,28,1,3
1925,10,29,1,4
1925,11,4,1,3
1925,11,6,1,5
1925,11,7,1,6
1925,11,8,2,7
1925,11,9,1,1
1925,11,10,4,2
1925,11,13,1,5
1925,11,14,1,6
1925,11,16,2,1
1925,11,19,1,4
1925,11,20,1,5
1925,11,25,1,3
1925,11,27,1,5
1925,11,28,2,6
1925,12,1,1,2
1925,12,2,1,3
1925,12,5,1,6
1925,12,7,1,1
1925,12,10,4,4
1925,12,11,1,5
1925,12,12,4,6
1925,12,13,2,7
1925,12,15,5,2
1925,12,16,1,3
1925,12,17,1,4
1925,12,18,2,5
1925,12,20,2,7
1925,12,21,1,1
1925,12,25,5,5
1925,12,26,2,6
1925,12,27,1,7
1925,12,29,4,2
1925,12,30,2,3
1926,1,1,6,5
1926,1,2,4,6
1926,1,3,1,7
1926,1,4,1,1
1926,1,5,3,2
1926,1,6,5,3
1926,1,7,1,4
1926,1,8,3,5
1926,1,9,2,6
1926,1,10,7,7
1926,1,11,1,1
1926,1,12,2,2
1926,1,14,1,4
1926,1,15,7,5
1926,1,17,1,7
1926,1,18,2,1
1926,1,20,1,3
1926,1,21,1,4
1926,1,22,1,5
1926,1,23,2,6
1926,1,26,2,2
1926,1,27,1,3
1926,1,29,1,5
1926,1,30,1,6
1926,1,31,1,7
1926,2,1,4,1
1926,2,2,1,2
1926,2,3,2,3
1926,2,5,3,5
1926,2,7,2,7
1926,2,10,6,3
1926,2,11,1,4
1926,2,12,3,5
1926,2,13,5,6
1926,2,14,2,7
1926,2,15,2,1
1926,2,18,1,4
1926,2,19,1,5
1926,2,20,2,6
1926,2,23,1,2
1926,2,24,2,3
1926,2,25,1,4
1926,2,26,2,5
1926,2,27,1,6
1926,2,28,1,7
1926,3,1,2,1
1926,3,2,3,2
1926,3,3,3,3
1926,3,4,1,4
1926,3,5,3,5
1926,3,6,1,6
1926,3,7,2,7
1926,3,8,8,1
1926,3,9,2,2
1926,3,10,4,3
1926,3,11,2,4
1926,3,12,1,5
1926,3,13,2,6
1926,3,15,1,1
1926,3,16,2,2
1926,3,18,2,4
1926,3,19,2,5
1926,3,20,2,6
1926,3,21,2,7
1926,3,22,2,1
1926,3,23,1,2
1926,3,25,1,4
1926,3,26,1,5
1926,3,28,1,7
1926,3,29,1,1
1926,3,30,1,2
1926,4,1,5,4
1926,4,2,2,5
1926,4,3,1,6
1926,4,4,2,7
1926,4,5,1,1
1926,4,7,2,3
1926,4,8,1,4
1926,4,10,3,6
1926,4,13,2,2
1926,4,14,1,3
1926,4,15,5,4
1926,4,16,4,5
1926,4,17,1,6
1926,4,18,2,7
1926,4,19,1,1
1926,4,20,3,2
1926,4,22,1,4
1926,4,25,1,7
1926,4,27,1,2
1926,4,28,1,3
1926,4,30,1,5
1926,5,1,14,6
1926,5,2,1,7
1926,5,3,1,1
1926,5,4,2,2
1926,5,5,3,3
1926,5,6,1,4
1926,5,8,1,6
1926,5,9,2,7
1926,5,10,4,1
1926,5,12,1,3
1926,5,13,2,4
1926,5,14,2,5
1926,5,15,3,6
1926,5,16,2,7
1926,5,20,2,4
1926,5,21,1,5
1926,5,23,1,7
1926,5,24,1,1
1926,5,25,3,2
1926,5,28,1,5
1926,6,1,7,2
1926,6,4,2,5
1926,6,5,1,6
1926,6,10,3,4
1926,6,12,1,6
1926,6,13,1,7
1926,6,14,1,1
1926,6,15,3,2
1926,6,16,2,3
1926,6,17,2,4
1926,6,18,3,5
1926,6,19,1,6
1926,6,20,1,7
1926,6,21,1,1
1926,6,23,2,3
1926,6,24,1,4
1926,6,25,1,5
1926,6,27,1,7
1926,6,28,1,1
1926,6,30,4,3
1926,7,1,26,4
1926,7,5,4,1
1926,7,7,1,3
1926,7,8,2,4
1926,7,10,2,6
1926,7,11,1,7
1926,7,14,1,3
1926,7,15,5,4
1926,7,17,2,6
1926,7,20,1,2
1926,7,22,2,4
1926,7,23,1,5
1926,7,24,1,6
1926,7,25,3,7
1926,7,26,3,1
1926,7,30,1,5
1926,8,1,1,7
1926,8,2,1,1
1926,8,5,2,4
1926,8,6,1,5
1926,8,9,1,1
1926,8,10,3,2
1926,8,13,1,5
1926,8,14,1,6
1926,8,15,1,7
1926,8,20,3,5
1926,8,22,1,7
1926,8,25,1,3
1926,8,27,3,5
1926,8,29,1,7
1926,8,30,2,1
1926,9,1,1,3
1926,9,3,3,5
1926,9,4,2,6
1926,9,6,2,1
1926,9,7,1,2
1926,9,8,3,3
1926,9,9,1,4
1926,9,10,2,5
1926,9,11,2,6
1926,9,12,2,7
1926,9,14,1,2
1926,9,15,3,3
1926,9,17,1,5
1926,9,18,1,6
1926,9,19,1,7
1926,9,20,6,1
1926,9,22,2,3
1926,9,23,1,4
1926,9,24,2,5
1926,9,26,3,7
1926,9,28,1,2
1926,9,30,2,4
1926,10,1,1,5
1926,10,2,2,6
1926,10,4,1,1
1926,10,5,2,2
1926,10,6,1,3
1926,10,7,2,4
1926,10,9,2,6
1926,10,10,2,7
1926,10,11,1,1
1926,10,12,1,2
1926,10,13,1,3
1926,10,16,1,6
1926,10,17,1,7
1926,10,19,1,2
1926,10,20,3,3
1926,10,21,3,4
1926,10,23,1,6
1926,10,24,1,7
1926,10,25,2,1
1926,10,27,2,3
1926,10,28,2,4
1926,10,29,1,5
1926,11,1,2,1
1926,11,2,1,2
1926,11,4,3,4
1926,11,5,2,5
1926,11,6,1,6
1926,11,7,3,7
1926,11,9,1,2
1926,11,10,5,3
1926,11,11,2,4
1926,11,12,1,5
1926,11,13,2,6
1926,11,15,2,1
1926,11,17,1,3
1926,11,18,1,4
1926,11,20,5,6
1926,11,21,1,7
1926,11,22,2,1
1926,11,23,1,2
1926,11,24,2,3
1926,11,25,1,4
1926,11,26,1,5
1926,11,27,2,6
1926,11,30,1,2
1926,12,1,2,3
1926,12,2,2,4
1926,12,4,3,6
1926,12,5,3,7
1926,12,6,1,1
1926,12,7,3,2
1926,12,8,2,3
1926,12,10,3,5
1926,12,11,2,6
1926,12,13,1,1
1926,12,14,1,2
1926,12,15,1,3
1926,12,16,4,4
1926,12,17,3,5
1926,12,18,3,6
1926,12,19,2,7
1926,12,20,2,1
1926,12,21,2,2
1926,12,22,1,3
1926,12,23,1,4
1926,12,24,3,5
1926,12,25,3,6
1926,12,26,2,7
1926,12,28,3,2
1926,12,29,4,3
1926,12,30,1,4
1926,12,31,1,5
1927,1,1,10,6
1927,1,3,1,1
1927,1,4,3,2
1927,1,5,7,3
1927,1,6,4,4
1927,1,7,1,5
1927,1,10,5,1
1927,1,11,1,2
1927,1,12,2,3
1927,1,13,4,4
1927,1,14,1,5
1927,1,15,7,6
1927,1,16,1,7
1927,1,17,1,1
1927,1,18,4,2
1927,1,19,2,3
1927,1,20,2,4
1927,1,21,1,5
1927,1,22,1,6
1927,1,23,2,7
1927,1,24,2,1
1927,1,25,4,2
1927,1,29,1,6
1927,1,30,1,7
1927,2,1,2,2
1927,2,2,3,3
1927,2,3,3,4
1927,2,4,4,5
1927,2,5,3,6
1927,2,6,3,7
1927,2,7,3,1
1927,2,8,1,2
1927,2,10,3,4
1927,2,11,3,5
1927,2,12,1,6
1927,2,13,2,7
1927,2,14,1,1
1927,2,15,4,2
1927,2,16,3,3
1927,2,17,3,4
1927,2,19,1,6
1927,2,20,3,7
1927,2,21,1,1
1927,2,22,2,2
1927,2,23,3,3
1927,2,24,2,4
1927,2,26,1,6
1927,2,27,1,7
1927,2,28,5,1
1927,3,1,1,2
1927,3,2,2,3
1927,3,3,4,4
1927,3,4,2,5
1927,3,5,2,6
1927,3,8,15,2
1927,3,10,4,4
1927,3,11,1,5
1927,3,12,1,6
1927,3,13,2,7
1927,3,14,3,1
1927,3,15,4,2
1927,3,16,3,3
1927,3,17,1,4
1927,3,18,2,5
1927,3,19,1,6
1927,3,20,5,7
1927,3,21,3,1
1927,3,22,1,2
1927,3,25,2,5
1927,3,27,1,7
1927,3,30,1,3
1927,3,31,1,4
1927,4,1,8,5
1927,4,2,2,6
1927,4,3,2,7
1927,4,4,1,1
1927,4,5,2,2
1927,4,6,1,3
1927,4,7,2,4
1927,4,8,1,5
1927,4,10,7,7
1927,4,12,1,2
1927,4,13,2,3
1927,4,15,5,5
1927,4,16,1,6
1927,4,18,2,1
1927,4,19,1,2
1927,4,20,7,3
1927,4,22,3,5
1927,4,23,2,6
1927,4,24,3,7
1927,4,25,3,1
1927,4,26,1,2
1927,4,27,3,3
1927,4,28,2,4
1927,4,29,1,5
1927,4,30,4,6
1927,5,1,2,7
1927,5,2,1,1
1927,5,5,3,4
1927,5,6,3,5
1927,5,7,1,6
1927,5,8,3,7
1927,5,9,1,1
1927,5,10,6,2
1927,5,11,2,3
1927,5,12,1,4
1927,5,13,1,5
1927,5,15,7,7
1927,5,16,2,1
1927,5,17,1,2
1927,5,18,3,3
1927,5,20,2,5
1927,5,21,4,6
1927,5,22,2,7
1927,5,23,2,1
1927,5,25,6,3
1927,5,27,2,5
1927,5,28,3,6
1927,5,29,1,7
1927,5,30,1,1
1927,5,31,1,2
1927,6,1,1,3
1927,6,2,1,4
1927,6,3,1,5
1927,6,5,2,7
1927,6,6,3,1
1927,6,7,1,2
1927,6,10,2,5
1927,6,11,1,6
1927,6,12,3,7
1927,6,14,1,2
1927,6,15,4,3
1927,6,17,1,5
1927,6,20,1,1
1927,6,22,1,3
1927,6,24,2,5
1927,6,25,3,6
1927,6,26,1,7
1927,6,27,1,1
1927,6,28,2,2
1927,6,29,3,3
1927,6,30,1,4
1927,7,1,27,5
1927,7,2,1,6
1927,7,3,1,7
1927,7,4,2,1
1927,7,5,3,2
1927,7,10,3,7
1927,7,12,1,2
1927,7,14,2,4
1927,7,15,4,5
1927,7,16,1,6
1927,7,17,2,7
1927,7,18,1,1
1927,7,19,1,2
1927,7,20,1,3
1927,7,23,5,6
1927,7,24,1,7
1927,7,25,3,1
1927,7,26,1,2
1927,7,27,5,3
1927,7,28,1,4
1927,7,29,1,5
1927,8,1,2,1
1927,8,2,1,2
1927,8,3,3,3
1927,8,4,1,4
1927,8,5,2,5
1927,8,6,3,6
1927,8,7,1,7
1927,8,9,1,2
1927,8,11,1,4
1927,8,12,1,5
1927,8,13,2,6
1927,8,14,1,7
1927,8,15,2,1
1927,8,16,2,2
1927,8,17,1,3
1927,8,18,1,4
1927,8,19,3,5
1927,8,20,5,6
1927,8,21,2,7
1927,8,22,2,1
1927,8,24,2,3
1927,8,25,2,4
1927,8,26,1,5
1927,8,27,1,6
1927,8,30,2,2
1927,8,31,4,3
1927,9,1,5,4
1927,9,3,2,6
1927,9,4,1,7
1927,9,5,1,1
1927,9,6,2,2
1927,9,7,5,3
1927,9,8,1,4
1927,9,10,3,6
1927,9,12,1,1
1927,9,13,2,2
1927,9,14,1,3
1927,9,15,2,4
1927,9,16,1,5
1927,9,17,1,6
1927,9,18,3,7
1927,9,19,2,1
1927,9,20,2,2
1927,9,21,1,3
1927,9,22,4,4
1927,9,23,1,5
1927,9,24,1,6
1927,9,25,2,7
1927,9,26,2,1
1927,9,27,5,2
1927,9,28,2,3
1927,9,29,5,4
1927,9,30,3,5
1927,10,1,4,6
1927,10,2,5,7
1927,10,3,2,1
1927,10,4,6,2
1927,10,5,2,3
1927,10,6,2,4
1927,10,7,2,5
1927,10,8,1,6
1927,10,10,6,1
1927,10,11,1,2
1927,10,12,1,3
1927,10,13,1,4
1927,10,14,1,5
1927,10,15,4,6
1927,10,16,2,7
1927,10,17,2,1
1927,10,18,1,2
1927,10,19,2,3
1927,10,20,5,4
1927,10,21,1,5
1927,10,23,4,7
1927,10,24,4,1
1927,10,25,1,2
1927,10,26,1,3
1927,10,27,5,4
1927,10,28,2,5
1927,10,29,5,6
1927,10,31,2,1
1927,11,1,1,2
1927,11,2,3,3
1927,11,3,3,4
1927,11,4,4,5
1927,11,6,1,7
1927,11,7,6,1
1927,11,8,4,2
1927,11,10,2,4
1927,11,11,2,5
1927,11,12,1,6
1927,11,13,5,7
1927,11,14,1,1
1927,11,15,2,2
1927,11,16,2,3
1927,11,17,3,4
1927,11,18,4,5
1927,11,20,9,7
1927,11,21,1,1
1927,11,22,3,2
1927,11,23,1,3
1927,11,26,1,6
1927,11,27,2,7
1927,11,28,2,1
1927,11,29,2,2
1927,11,30,2,3
1927,12,1,3,4
1927,12,3,1,6
1927,12,5,6,1
1927,12,6,1,2
1927,12,10,3,6
1927,12,11,3,7
1927,12,12,2,1
1927,12,13,1,2
1927,12,15,3,4
1927,12,16,1,5
1927,12,17,1,6
1927,12,18,2,7
1927,12,20,1,2
1927,12,21,1,3
1927,12,22,2,4
1927,12,25,4,7
1927,12,26,4,1
1927,12,27,5,2
1927,12,28,3,3
1927,12,29,3,4
1927,12,30,3,5
1927,12,31,1,6
1928,1,1,14,7
1928,1,2,7,1
1928,1,3,2,2
1928,1,4,1,3
1928,1,5,9,4
1928,1,6,2,5
1928,1,7,6,6
1928,1,8,4,7
1928,1,9,1,1
1928,1,10,6,2
1928,1,11,3,3
1928,1,12,3,4
1928,1,13,2,5
1928,1,14,3,6
1928,1,15,8,7
1928,1,16,1,1
1928,1,17,4,2
1928,1,18,5,3
1928,1,19,1,4
1928,1,20,3,5
1928,1,21,5,6
1928,1,22,1,7
1928,1,23,4,1
1928,1,24,3,2
1928,1,25,8,3
1928,1,26,2,4
1928,1,28,7,6
1928,1,29,1,7
1928,1,30,2,1
1928,1,31,1,2
1928,2,1,3,3
1928,2,2,4,4
1928,2,3,1,5
1928,2,4,8,6
1928,2,5,6,7
1928,2,6,3,1
1928,2,7,5,2
1928,2,8,4,3
1928,2,9,3,4
1928,2,10,4,5
1928,2,11,2,6
1928,2,12,3,7
1928,2,13,7,1
1928,2,15,3,3
1928,2,16,1,4
1928,2,17,5,5
1928,2,18,4,6
1928,2,19,2,7
1928,2,20,4,1
1928,2,21,3,2
1928,2,22,4,3
1928,2,23,2,4
1928,2,24,3,5
1928,2,25,2,6
1928,2,27,5,1
1928,2,28,5,2
1928,2,29,1,3
1928,3,1,4,4
1928,3,2,2,5
1928,3,3,2,6
1928,3,4,2,7
1928,3,5,4,1
1928,3,6,5,2
1928,3,7,2,3
1928,3,8,13,4
1928,3,9,4,5
1928,3,10,5,6
1928,3,12,4,1
1928,3,13,3,2
1928,3,14,2,3
1928,3,15,4,4
1928,3,16,4,5
1928,3,17,5,6
1928,3,18,2,7
1928,3,19,4,1
1928,3,20,7,2
1928,3,21,2,3
1928,3,22,4,4
1928,3,23,2,5
1928,3,24,4,6
1928,3,25,3,7
1928,3,26,4,1
1928,3,27,1,2
1928,3,28,7,3
1928,3,29,2,4
1928,3,30,1,5
1928,4,1,2,7
1928,4,3,3,2
1928,4,4,1,3
1928,4,5,5,4
1928,4,6,3,5
1928,4,8,5,7
1928,4,10,3,2
1928,4,12,2,4
1928,4,13,1,5
1928,4,14,2,6
1928,4,15,2,7
1928,4,16,1,1
1928,4,17,1,2
1928,4,18,1,3
1928,4,20,6,5
1928,4,22,1,7
1928,4,23,2,1
1928,4,24,4,2
1928,4,25,2,3
1928,4,27,1,5
1928,4,28,7,6
1928,4,29,2,7
1928,5,1,7,2
1928,5,2,3,3
1928,5,4,4,5
1928,5,5,9,6
1928,5,6,2,7
1928,5,8,2,2
1928,5,9,2,3
1928,5,10,12,4
1928,5,11,2,5
1928,5,12,1,6
1928,5,13,4,7
1928,5,14,1,1
1928,5,15,16,2
1928,5,16,3,3
1928,5,17,2,4
1928,5,18,2,5
1928,5,19,2,6
1928,5,20,5,7
1928,5,21,2,1
1928,5,24,1,4
1928,5,25,1,5
1928,5,26,1,6
1928,5,27,3,7
1928,5,28,5,1
1928,5,30,4,3
1928,5,31,3,4
1928,6,1,4,5
1928,6,2,2,6
1928,6,3,3,7
1928,6,4,1,1
1928,6,5,2,2
1928,6,6,6,3
1928,6,7,2,4
1928,6,8,3,5
1928,6,9,1,6
1928,6,10,2,7
1928,6,11,2,1
1928,6,12,4,2
1928,6,13,2,3
1928,6,15,7,5
1928,6,16,2,6
1928,6,17,2,7
1928,6,18,1,1
1928,6,19,3,2
1928,6,20,3,3
1928,6,21,3,4
1928,6,22,3,5
1928,6,23,2,6
1928,6,24,1,7
1928,6,25,4,1
1928,6,26,4,2
1928,6,27,1,3
1928,6,28,5,4
1928,6,30,1,6
1928,7,1,54,7
1928,7,2,1,1
1928,7,3,4,2
1928,7,4,1,3
1928,7,5,1,4
1928,7,6,1,5
1928,7,7,2,6
1928,7,8,3,7
1928,7,10,6,2
1928,7,11,1,3
1928,7,14,3,6
