year,month,day,births,weekday
1947,9,16,44,2
1947,9,17,42,3
1947,9,18,29,4
1947,9,19,43,5
1947,9,20,82,6
1947,9,21,36,7
1947,9,22,52,1
1947,9,23,48,2
1947,9,24,32,3
1947,9,25,43,4
1947,9,26,26,5
1947,9,27,36,6
1947,9,28,49,7
1947,9,29,41,1
1947,9,30,43,2
1947,10,1,140,3
1947,10,2,68,4
1947,10,3,53,5
1947,10,4,35,6
1947,10,5,54,7
1947,10,6,34,1
1947,10,7,33,2
1947,10,8,34,3
1947,10,9,35,4
1947,10,10,85,5
1947,10,11,28,6
1947,10,12,43,7
1947,10,13,47,1
1947,10,14,37,2
1947,10,15,97,3
1947,10,16,45,4
1947,10,17,31,5
1947,10,18,34,6
1947,10,19,27,7
1947,10,20,87,1
1947,10,21,31,2
1947,10,22,31,3
1947,10,23,35,4
1947,10,24,43,5
1947,10,25,70,6
1947,10,26,37,7
1947,10,27,37,1
1947,10,28,36,2
1947,10,29,31,3
1947,10,30,29,4
1947,10,31,15,5
1947,11,1,128,6
1947,11,2,53,7
1947,11,3,46,1
1947,11,4,41,2
1947,11,5,59,3
1947,11,6,36,4
1947,11,7,68,5
1947,11,8,44,6
1947,11,9,24,7
1947,11,10,81,1
1947,11,11,41,2
1947,11,12,45,3
1947,11,13,40,4
1947,11,14,35,5
1947,11,15,76,6
1947,11,16,39,7
1947,11,17,41,1
1947,11,18,52,2
1947,11,19,29,3
1947,11,20,89,4
1947,11,21,30,5
1947,11,22,41,6
1947,11,23,31,7
1947,11,24,40,1
1947,11,25,50,2
1947,11,26,34,3
1947,11,27,36,4
1947,11,28,36,5
1947,11,29,33,6
1947,11,30,34,7
1947,12,1,95,1
1947,12,2,44,2
1947,12,3,45,3
1947,12,4,36,4
1947,12,5,51,5
1947,12,6,32,6
1947,12,7,26,7
1947,12,8,35,1
1947,12,9,26,2
1947,12,10,73,3
1947,12,11,27,4
1947,12,12,34,5
1947,12,13,28,6
1947,12,14,28,7
1947,12,15,53,1
1947,12,16,36,2
1947,12,17,23,3
1947,12,18,36,4
1947,12,19,25,5
1947,12,20,61,6
1947,12,21,29,7
1947,12,22,32,1
1947,12,23,24,2
1947,12,24,28,3
1947,12,25,57,4
1947,12,26,25,5
1947,12,27,18,6
1947,12,28,32,7
1947,12,29,25,1
1947,12,30,16,2
1947,12,31,18,3
1948,1,1,358,4
1948,1,2,197,5
1948,1,3,139,6
1948,1,4,105,7
1948,1,5,139,1
1948,1,6,91,2
1948,1,7,68,3
1948,1,8,83,4
1948,1,9,53,5
1948,1,10,142,6
1948,1,11,34,7
1948,1,12,72,1
1948,1,13,53,2
1948,1,14,61,3
1948,1,15,111,4
1948,1,16,43,5
1948,1,17,40,6
1948,1,18,57,7
1948,1,19,38,1
1948,1,20,107,2
1948,1,21,46,3
1948,1,22,42,4
1948,1,23,43,5
1948,1,24,50,6
1948,1,25,74,7
1948,1,26,41,1
1948,1,27,38,2
1948,1,28,63,3
1948,1,29,43,4
1948,1,30,38,5
1948,1,31,31,6
1948,2,1,137,7
1948,2,2,90,1
1948,2,3,59,2
1948,2,4,58,3
1948,2,5,75,4
1948,2,6,37,5
1948,2,7,35,6
1948,2,8,56,7
1948,2,9,52,1
1948,2,10,125,2
1948,2,11,42,3
1948,2,12,61,4
1948,2,13,41,5
1948,2,14,41,6
1948,2,15,76,7
1948,2,16,30,1
1948,2,17,59,2
1948,2,18,56,3
1948,2,19,42,4
1948,2,20,108,5
1948,2,21,40,6
1948,2,22,38,7
1948,2,23,54,1
1948,2,24,45,2
1948,2,25,53,3
1948,2,26,34,4
1948,2,27,36,5
1948,2,28,45,6
1948,2,29,42,7
1948,3,1,107,1
1948,3,2,73,2
1948,3,3,52,3
1948,3,4,38,4
1948,3,5,62,5
1948,3,6,41,6
1948,3,7,25,7
1948,3,8,91,1
1948,3,9,33,2
1948,3,10,86,3
1948,3,11,21,4
1948,3,12,40,5
1948,3,13,42,6
1948,3,14,32,7
1948,3,15,86,1
1948,3,16,39,2
1948,3,17,45,3
1948,3,18,48,4
1948,3,19,26,5
1948,3,20,77,6
1948,3,21,38,7
1948,3,22,36,1
1948,3,23,32,2
1948,3,24,41,3
1948,3,25,71,4
1948,3,26,19,5
1948,3,27,35,6
1948,3,28,39,7
1948,3,29,28,1
1948,3,30,36,2
1948,3,31,19,3
1948,4,1,109,4
1948,4,2,45,5
1948,4,3,41,6
1948,4,4,47,7
1948,4,5,51,1
1948,4,6,26,2
1948,4,7,38,3
1948,4,8,39,4
1948,4,9,29,5
1948,4,10,63,6
1948,4,11,25,7
1948,4,12,27,1
1948,4,13,31,2
1948,4,14,27,3
1948,4,15,67,4
1948,4,16,31,5
1948,4,17,31,6
1948,4,18,43,7
1948,4,19,26,1
1948,4,20,67,2
1948,4,21,30,3
1948,4,22,47,4
1948,4,23,21,5
1948,4,24,44,6
1948,4,25,51,7
1948,4,26,33,1
1948,4,27,35,2
1948,4,28,35,3
1948,4,29,20,4
1948,4,30,34,5
1948,5,1,110,6
1948,5,2,61,7
1948,5,3,34,1
1948,5,4,44,2
1948,5,5,52,3
1948,5,6,26,4
1948,5,7,25,5
1948,5,8,38,6
1948,5,9,48,7
1948,5,10,64,1
1948,5,11,24,2
1948,5,12,37,3
1948,5,13,19,4
1948,5,14,26,5
1948,5,15,66,6
1948,5,16,36,7
1948,5,17,37,1
1948,5,18,35,2
1948,5,19,26,3
1948,5,20,79,4
1948,5,21,17,5
1948,5,22,27,6
1948,5,23,35,7
1948,5,24,27,1
1948,5,25,55,2
1948,5,26,37,3
1948,5,27,27,4
1948,5,28,48,5
1948,5,29,25,6
1948,5,30,38,7
1948,5,31,30,1
1948,6,1,90,2
1948,6,2,55,3
1948,6,3,32,4
1948,6,4,27,5
1948,6,5,41,6
1948,6,6,33,7
1948,6,7,44,1
1948,6,8,35,2
1948,6,9,21,3
1948,6,10,75,4
1948,6,11,30,5
1948,6,12,46,6
1948,6,13,34,7
1948,6,14,38,1
1948,6,15,81,2
1948,6,16,32,3
1948,6,17,21,4
1948,6,18,47,5
1948,6,19,40,6
1948,6,20,71,7
1948,6,21,29,1
1948,6,22,30,2
1948,6,23,29,3
1948,6,24,27,4
1948,6,25,41,5
1948,6,26,31,6
1948,6,27,22,7
1948,6,28,34,1
1948,6,29,19,2
1948,6,30,25,3
1948,7,1,228,4
1948,7,2,60,5
1948,7,3,50,6
1948,7,4,38,7
1948,7,5,66,1
1948,7,6,28,2
1948,7,7,33,3
1948,7,8,28,4
1948,7,9,33,5
1948,7,10,85,6
1948,7,11,42,7
1948,7,12,39,1
1948,7,13,34,2
1948,7,14,36,3
1948,7,15,84,4
1948,7,16,34,5
1948,7,17,45,6
1948,7,18,36,7
1948,7,19,39,1
1948,7,20,70,2
1948,7,21,32,3
1948,7,22,36,4
1948,7,23,27,5
1948,7,24,34,6
1948,7,25,53,7
1948,7,26,32,1
1948,7,27,43,2
1948,7,28,52,3
1948,7,29,34,4
1948,7,30,26,5
1948,7,31,16,6
1948,8,1,117,7
1948,8,2,63,1
1948,8,3,55,2
1948,8,4,41,3
1948,8,5,61,4
1948,8,6,39,5
1948,8,7,40,6
1948,8,8,62,7
1948,8,9,38,1
1948,8,10,73,2
1948,8,11,27,3
1948,8,12,46,4
1948,8,13,39,5
1948,8,14,38,6
1948,8,15,83,7
1948,8,16,47,1
1948,8,17,35,2
1948,8,18,46,3
1948,8,19,40,4
1948,8,20,111,5
1948,8,21,37,6
1948,8,22,42,7
1948,8,23,49,1
1948,8,24,57,2
1948,8,25,78,3
1948,8,26,47,4
1948,8,27,34,5
1948,8,28,61,6
1948,8,29,39,7
1948,8,30,43,1
1948,8,31,27,2
1948,9,1,127,3
1948,9,2,56,4
1948,9,3,51,5
1948,9,4,38,6
1948,9,5,51,7
1948,9,6,52,1
1948,9,7,49,2
1948,9,8,53,3
1948,9,9,40,4
1948,9,10,99,5
1948,9,11,28,6
1948,9,12,49,7
1948,9,13,49,1
1948,9,14,48,2
1948,9,15,86,3
1948,9,16,50,4
1948,9,17,40,5
1948,9,18,53,6
1948,9,19,38,7
1948,9,20,100,1
1948,9,21,32,2
1948,9,22,52,3
1948,9,23,35,4
1948,9,24,36,5
1948,9,25,66,6
1948,9,26,40,7
1948,9,27,40,1
1948,9,28,50,2
1948,9,29,23,3
1948,9,30,32,4
1948,10,1,102,5
1948,10,2,66,6
1948,10,3,53,7
1948,10,4,40,1
1948,10,5,70,2
1948,10,6,43,3
1948,10,7,56,4
1948,10,8,48,5
1948,10,9,36,6
1948,10,10,128,7
1948,10,11,38,1
1948,10,12,47,2
1948,10,13,34,3
1948,10,14,46,4
1948,10,15,89,5
1948,10,16,30,6
1948,10,17,40,7
1948,10,18,56,1
1948,10,19,23,2
1948,10,20,90,3
1948,10,21,41,4
1948,10,22,43,5
1948,10,23,44,6
1948,10,24,45,7
1948,10,25,69,1
1948,10,26,38,2
1948,10,27,42,3
1948,10,28,42,4
1948,10,29,38,5
1948,10,30,34,6
1948,10,31,9,7
1948,11,1,131,1
1948,11,2,74,2
1948,11,3,50,3
1948,11,4,32,4
1948,11,5,75,5
1948,11,6,47,6
1948,11,7,62,7
1948,11,8,51,1
1948,11,9,38,2
1948,11,10,89,3
1948,11,11,25,4
1948,11,12,54,5
1948,11,13,49,6
1948,11,14,41,7
1948,11,15,92,1
1948,11,16,45,2
1948,11,17,37,3
1948,11,18,40,4
1948,11,19,49,5
1948,11,20,78,6
1948,11,21,22,7
1948,11,22,48,1
1948,11,23,39,2
1948,11,24,38,3
1948,11,25,59,4
1948,11,26,39,5
1948,11,27,29,6
1948,11,28,49,7
1948,11,29,25,1
1948,11,30,28,2
1948,12,1,96,3
1948,12,2,45,4
1948,12,3,49,5
1948,12,4,40,6
1948,12,5,56,7
1948,12,6,53,1
1948,12,7,47,2
1948,12,8,47,3
1948,12,9,24,4
1948,12,10,63,5
1948,12,11,23,6
1948,12,12,41,7
1948,12,13,33,1
1948,12,14,25,2
1948,12,15,68,3
1948,12,16,36,4
1948,12,17,25,5
1948,12,18,37,6
1948,12,19,25,7
1948,12,20,59,1
1948,12,21,16,2
1948,12,22,36,3
1948,12,23,32,4
1948,12,24,23,5
1948,12,25,45,6
1948,12,26,23,7
1948,12,27,33,1
1948,12,28,29,2
1948,12,29,22,3
1948,12,30,14,4
1948,12,31,17,5
1949,1,1,429,6
1949,1,2,263,7
1949,1,3,161,1
1949,1,4,102,2
1949,1,5,158,3
1949,1,6,83,4
1949,1,7,63,5
1949,1,8,73,6
1949,1,9,74,7
1949,1,10,162,1
1949,1,11,54,2
1949,1,12,89,3
1949,1,13,65,4
1949,1,14,63,5
1949,1,15,118,6
1949,1,16,50,7
1949,1,17,52,1
1949,1,18,60,2
1949,1,19,49,3
1949,1,20,123,4
1949,1,21,53,5
1949,1,22,53,6
1949,1,23,45,7
1949,1,24,43,1
1949,1,25,69,2
1949,1,26,50,3
1949,1,27,42,4
1949,1,28,51,5
1949,1,29,43,6
1949,1,30,38,7
1949,1,31,38,1
1949,2,1,165,2
1949,2,2,103,3
1949,2,3,73,4
1949,2,4,57,5
1949,2,5,74,6
1949,2,6,61,7
1949,2,7,54,1
1949,2,8,63,2
1949,2,9,38,3
1949,2,10,117,4
1949,2,11,40,5
1949,2,12,55,6
1949,2,13,48,7
1949,2,14,47,1
1949,2,15,100,2
1949,2,16,46,3
1949,2,17,49,4
1949,2,18,53,5
1949,2,19,41,6
1949,2,20,100,7
1949,2,21,46,1
1949,2,22,45,2
1949,2,23,64,3
1949,2,24,42,4
1949,2,25,64,5
1949,2,26,45,6
1949,2,27,50,7
1949,2,28,61,1
1949,3,1,130,2
1949,3,2,64,3
1949,3,3,71,4
1949,3,4,41,5
1949,3,5,79,6
1949,3,6,47,7
1949,3,7,39,1
1949,3,8,98,2
1949,3,9,44,3
1949,3,10,95,4
1949,3,11,42,5
1949,3,12,43,6
1949,3,13,36,7
1949,3,14,36,1
1949,3,15,88,2
1949,3,16,41,3
1949,3,17,48,4
1949,3,18,46,5
1949,3,19,32,6
1949,3,20,105,7
1949,3,21,33,1
1949,3,22,46,2
1949,3,23,33,3
1949,3,24,54,4
1949,3,25,70,5
1949,3,26,36,6
1949,3,27,45,7
1949,3,28,47,1
1949,3,29,44,2
1949,3,30,32,3
1949,3,31,18,4
1949,4,1,111,5
1949,4,2,71,6
1949,4,3,49,7
1949,4,4,50,1
1949,4,5,59,2
1949,4,6,43,3
1949,4,7,46,4
1949,4,8,50,5
1949,4,9,41,6
1949,4,10,101,7
1949,4,11,46,1
1949,4,12,44,2
1949,4,13,38,3
1949,4,14,35,4
1949,4,15,70,5
1949,4,16,45,6
1949,4,17,48,7
1949,4,18,38,1
1949,4,19,37,2
1949,4,20,78,3
1949,4,21,34,4
1949,4,22,59,5
1949,4,23,39,6
1949,4,24,46,7
1949,4,25,59,1
1949,4,26,41,2
1949,4,27,31,3
1949,4,28,47,4
1949,4,29,33,5
1949,4,30,35,6
1949,5,1,148,7
1949,5,2,53,1
1949,5,3,38,2
1949,5,4,38,3
1949,5,5,67,4
1949,5,6,35,5
1949,5,7,39,6
1949,5,8,54,7
1949,5,9,55,1
1949,5,10,97,2
1949,5,11,37,3
1949,5,12,56,4
1949,5,13,44,5
1949,5,14,32,6
1949,5,15,74,7
1949,5,16,44,1
1949,5,17,39,2
1949,5,18,45,3
1949,5,19,44,4
1949,5,20,81,5
1949,5,21,35,6
1949,5,22,50,7
1949,5,23,41,1
1949,5,24,33,2
1949,5,25,68,3
1949,5,26,35,4
1949,5,27,34,5
1949,5,28,46,6
1949,5,29,49,7
1949,5,30,39,1
1949,5,31,33,2
1949,6,1,114,3
1949,6,2,70,4
1949,6,3,56,5
1949,6,4,41,6
1949,6,5,65,7
1949,6,6,59,1
1949,6,7,41,2
1949,6,8,59,3
1949,6,9,40,4
1949,6,10,85,5
1949,6,11,37,6
1949,6,12,56,7
1949,6,13,39,1
1949,6,14,50,2
1949,6,15,81,3
1949,6,16,44,4
1949,6,17,45,5
1949,6,18,46,6
1949,6,19,41,7
1949,6,20,106,1
1949,6,21,41,2
1949,6,22,42,3
1949,6,23,45,4
1949,6,24,44,5
1949,6,25,68,6
1949,6,26,46,7
1949,6,27,44,1
1949,6,28,40,2
1949,6,29,40,3
1949,6,30,33,4
1949,7,1,299,5
1949,7,2,66,6
1949,7,3,56,7
1949,7,4,50,1
1949,7,5,70,2
1949,7,6,54,3
1949,7,7,40,4
1949,7,8,49,5
1949,7,9,45,6
1949,7,10,123,7
1949,7,11,41,1
1949,7,12,58,2
1949,7,13,57,3
1949,7,14,49,4
1949,7,15,81,5
1949,7,16,60,6
1949,7,17,56,7
1949,7,18,47,1
1949,7,19,43,2
1949,7,20,96,3
1949,7,21,38,4
1949,7,22,64,5
1949,7,23,33,6
1949,7,24,55,7
1949,7,25,77,1
1949,7,26,49,2
1949,7,27,50,3
1949,7,28,56,4
1949,7,29,37,5
1949,7,30,35,6
1949,7,31,29,7
1949,8,1,158,1
1949,8,2,71,2
1949,8,3,68,3
1949,8,4,66,4
1949,8,5,93,5
1949,8,6,51,6
1949,8,7,43,7
1949,8,8,62,1
1949,8,9,58,2
1949,8,10,126,3
1949,8,11,47,4
1949,8,12,73,5
1949,8,13,42,6
1949,8,14,54,7
1949,8,15,111,1
1949,8,16,58,2
1949,8,17,68,3
1949,8,18,67,4
1949,8,19,48,5
1949,8,20,112,6
1949,8,21,51,7
1949,8,22,70,1
1949,8,23,45,2
1949,8,24,50,3
1949,8,25,83,4
1949,8,26,54,5
1949,8,27,65,6
1949,8,28,59,7
1949,8,29,49,1
1949,8,30,41,2
1949,8,31,27,3
1949,9,1,188,4
1949,9,2,96,5
1949,9,3,68,6
1949,9,4,67,7
1949,9,5,71,1
1949,9,6,68,2
1949,9,7,44,3
1949,9,8,55,4
1949,9,9,76,5
1949,9,10,125,6
1949,9,11,38,7
1949,9,12,58,1
1949,9,13,54,2
1949,9,14,52,3
1949,9,15,104,4
1949,9,16,47,5
1949,9,17,56,6
1949,9,18,70,7
1949,9,19,55,1
1949,9,20,118,2
1949,9,21,54,3
1949,9,22,62,4
1949,9,23,57,5
1949,9,24,58,6
1949,9,25,90,7
1949,9,26,58,1
1949,9,27,47,2
1949,9,28,58,3
1949,9,29,57,4
1949,9,30,59,5
1949,10,1,139,6
1949,10,2,67,7
1949,10,3,57,1
1949,10,4,64,2
1949,10,5,78,3
1949,10,6,61,4
1949,10,7,49,5
1949,10,8,55,6
1949,10,9,39,7
1949,10,10,119,1
1949,10,11,31,2
1949,10,12,45,3
1949,10,13,54,4
1949,10,14,58,5
1949,10,15,98,6
1949,10,16,48,7
1949,10,17,58,1
1949,10,18,49,2
1949,10,19,38,3
1949,10,20,127,4
1949,10,21,35,5
1949,10,22,47,6
1949,10,23,48,7
1949,10,24,42,1
1949,10,25,82,2
1949,10,26,49,3
1949,10,27,42,4
1949,10,28,54,5
1949,10,29,52,6
1949,10,30,38,7
1949,10,31,24,1
1949,11,1,148,2
1949,11,2,59,3
1949,11,3,70,4
1949,11,4,48,5
1949,11,5,73,6
1949,11,6,46,7
1949,11,7,80,1
1949,11,8,52,2
1949,11,9,62,3
1949,11,10,106,4
1949,11,11,53,5
1949,11,12,61,6
1949,11,13,54,7
1949,11,14,48,1
1949,11,15,80,2
1949,11,16,38,3
1949,11,17,47,4
1949,11,18,55,5
1949,11,19,42,6
1949,11,20,97,7
1949,11,21,35,1
1949,11,22,46,2
1949,11,23,45,3
1949,11,24,46,4
1949,11,25,88,5
1949,11,26,41,6
1949,11,27,39,7
1949,11,28,51,1
1949,11,29,45,2
1949,11,30,42,3
1949,12,1,120,4
1949,12,2,80,5
1949,12,3,60,6
1949,12,4,41,7
1949,12,5,81,1
1949,12,6,38,2
1949,12,7,35,3
1949,12,8,49,4
1949,12,9,47,5
1949,12,10,89,6
1949,12,11,39,7
1949,12,12,47,1
1949,12,13,40,2
1949,12,14,29,3
1949,12,15,68,4
1949,12,16,43,5
1949,12,17,36,6
1949,12,18,45,7
1949,12,19,28,1
1949,12,20,70,2
1949,12,21,55,3
1949,12,22,39,4
1949,12,23,30,5
1949,12,24,38,6
1949,12,25,51,7
1949,12,26,37,1
1949,12,27,24,2
1949,12,28,38,3
1949,12,29,45,4
1949,12,30,18,5
1949,12,31,23,6
1950,1,1,540,7
1950,1,2,287,1
1950,1,3,200,2
1950,1,4,108,3
1950,1,5,238,4
1950,1,6,106,5
1950,1,7,65,6
1950,1,8,84,7
1950,1,9,68,1
1950,1,10,183,2
1950,1,11,52,3
1950,1,12,89,4
1950,1,13,62,5
1950,1,14,58,6
1950,1,15,155,7
1950,1,16,52,1
1950,1,17,61,2
1950,1,18,76,3
1950,1,19,61,4
1950,1,20,155,5
1950,1,21,60,6
1950,1,22,68,7
1950,1,23,50,1
1950,1,24,56,2
1950,1,25,98,3
1950,1,26,55,4
1950,1,27,60,5
1950,1,28,72,6
1950,1,29,58,7
1950,1,30,58,1
1950,1,31,38,2
1950,2,1,158,3
1950,2,2,119,4
1950,2,3,69,5
1950,2,4,62,6
1950,2,5,110,7
1950,2,6,79,1
1950,2,7,69,2
1950,2,8,92,3
1950,2,9,50,4
1950,2,10,175,5
1950,2,11,55,6
1950,2,12,74,7
1950,2,13,66,1
1950,2,14,79,2
1950,2,15,131,3
1950,2,16,66,4
1950,2,17,70,5
1950,2,18,81,6
1950,2,19,66,7
1950,2,20,152,1
1950,2,21,54,2
1950,2,22,53,3
1950,2,23,70,4
1950,2,24,64,5
1950,2,25,86,6
1950,2,26,50,7
1950,2,27,60,1
1950,2,28,88,2
1950,3,1,187,3
1950,3,2,100,4
1950,3,3,82,5
1950,3,4,66,6
1950,3,5,93,7
1950,3,6,46,1
1950,3,7,49,2
1950,3,8,108,3
1950,3,9,36,4
1950,3,10,136,5
1950,3,11,53,6
1950,3,12,98,7
1950,3,13,70,1
1950,3,14,66,2
1950,3,15,128,3
1950,3,16,62,4
1950,3,17,61,5
1950,3,18,70,6
1950,3,19,45,7
1950,3,20,125,1
1950,3,21,54,2
1950,3,22,68,3
1950,3,23,69,4
1950,3,24,58,5
1950,3,25,95,6
1950,3,26,56,7
1950,3,27,60,1
1950,3,28,49,2
1950,3,29,37,3
1950,3,30,52,4
1950,3,31,34,5
1950,4,1,139,6
1950,4,2,82,7
1950,4,3,50,1
1950,4,4,65,2
1950,4,5,68,3
1950,4,6,45,4
1950,4,7,48,5
1950,4,8,43,6
1950,4,9,31,7
1950,4,10,87,1
1950,4,11,39,2
1950,4,12,59,3
1950,4,13,47,4
1950,4,14,61,5
1950,4,15,107,6
1950,4,16,52,7
1950,4,17,45,1
1950,4,18,52,2
1950,4,19,36,3
1950,4,20,89,4
1950,4,21,50,5
1950,4,22,50,6
1950,4,23,34,7
1950,4,24,50,1
1950,4,25,71,2
1950,4,26,50,3
1950,4,27,42,4
1950,4,28,69,5
1950,4,29,42,6
1950,4,30,41,7
1950,5,1,156,1
1950,5,2,81,2
1950,5,3,77,3
1950,5,4,47,4
1950,5,5,77,5
1950,5,6,61,6
1950,5,7,48,7
1950,5,8,56,1
1950,5,9,61,2
1950,5,10,95,3
1950,5,11,59,4
1950,5,12,51,5
1950,5,13,62,6
1950,5,14,54,7
1950,5,15,93,1
1950,5,16,43,2
1950,5,17,39,3
1950,5,18,52,4
1950,5,19,53,5
1950,5,20,124,6
1950,5,21,57,7
1950,5,22,53,1
1950,5,23,42,2
1950,5,24,43,3
1950,5,25,100,4
1950,5,26,44,5
1950,5,27,38,6
1950,5,28,43,7
1950,5,29,45,1
1950,5,30,48,2
1950,5,31,27,3
1950,6,1,132,4
1950,6,2,52,5
1950,6,3,64,6
1950,6,4,71,7
1950,6,5,65,1
1950,6,6,61,2
1950,6,7,56,3
1950,6,8,63,4
1950,6,9,53,5
1950,6,10,97,6
1950,6,11,38,7
1950,6,12,53,1
1950,6,13,68,2
1950,6,14,45,3
1950,6,15,97,4
1950,6,16,71,5
1950,6,17,54,6
1950,6,18,48,7
1950,6,19,33,1
1950,6,20,95,2
1950,6,21,40,3
1950,6,22,43,4
1950,6,23,41,5
1950,6,24,52,6
1950,6,25,89,7
1950,6,26,55,1
1950,6,27,40,2
1950,6,28,47,3
1950,6,29,45,4
1950,6,30,56,5
1950,7,1,272,6
1950,7,2,71,7
1950,7,3,61,1
1950,7,4,49,2
1950,7,5,84,3
1950,7,6,47,4
1950,7,7,39,5
1950,7,8,54,6
1950,7,9,43,7
1950,7,10,116,1
1950,7,11,43,2
1950,7,12,58,3
1950,7,13,64,4
1950,7,14,48,5
1950,7,15,96,6
1950,7,16,45,7
1950,7,17,57,1
1950,7,18,51,2
1950,7,19,46,3
1950,7,20,99,4
1950,7,21,33,5
1950,7,22,55,6
1950,7,23,52,7
1950,7,24,71,1
1950,7,25,81,2
1950,7,26,58,3
1950,7,27,65,4
1950,7,28,72,5
1950,7,29,51,6
1950,7,30,45,7
1950,7,31,41,1
1950,8,1,161,2
1950,8,2,70,3
1950,8,3,70,4
1950,8,4,51,5
1950,8,5,67,6
1950,8,6,52,7
1950,8,7,59,1
1950,8,8,79,2
1950,8,9,58,3
1950,8,10,131,4
1950,8,11,47,5
1950,8,12,65,6
1950,8,13,52,7
1950,8,14,55,1
1950,8,15,78,2
1950,8,16,55,3
1950,8,17,63,4
1950,8,18,70,5
1950,8,19,46,6
1950,8,20,112,7
1950,8,21,35,1
1950,8,22,53,2
1950,8,23,45,3
1950,8,24,44,4
1950,8,25,86,5
1950,8,26,48,6
1950,8,27,65,7
1950,8,28,67,1
1950,8,29,62,2
1950,8,30,36,3
1950,8,31,37,4
1950,9,1,168,5
1950,9,2,68,6
1950,9,3,76,7
1950,9,4,65,1
1950,9,5,79,2
1950,9,6,47,3
1950,9,7,47,4
1950,9,8,47,5
1950,9,9,38,6
1950,9,10,140,7
1950,9,11,55,1
1950,9,12,60,2
1950,9,13,60,3
1950,9,14,50,4
1950,9,15,107,5
1950,9,16,60,6
1950,9,17,51,7
1950,9,18,63,1
1950,9,19,56,2
1950,9,20,88,3
1950,9,21,44,4
1950,9,22,62,5
1950,9,23,51,6
1950,9,24,75,7
1950,9,25,96,1
1950,9,26,39,2
1950,9,27,62,3
1950,9,28,32,4
1950,9,29,63,5
1950,9,30,46,6
1950,10,1,134,7
1950,10,2,73,1
1950,10,3,60,2
1950,10,4,62,3
1950,10,5,83,4
1950,10,6,40,5
1950,10,7,55,6
1950,10,8,34,7
1950,10,9,49,1
1950,10,10,120,2
1950,10,11,34,3
1950,10,12,54,4
1950,10,13,52,5
1950,10,14,51,6
1950,10,15,92,7
1950,10,16,50,1
1950,10,17,48,2
1950,10,18,55,3
1950,10,19,44,4
1950,10,20,95,5
1950,10,21,47,6
1950,10,22,40,7
1950,10,23,62,1
1950,10,24,48,2
1950,10,25,66,3
1950,10,26,34,4
1950,10,27,41,5
1950,10,28,44,6
1950,10,29,43,7
1950,10,30,36,1
1950,10,31,26,2
1950,11,1,108,3
1950,11,2,65,4
1950,11,3,53,5
1950,11,4,42,6
1950,11,5,55,7
1950,11,6,34,1
1950,11,7,78,2
1950,11,8,54,3
1950,11,9,40,4
1950,11,10,100,5
1950,11,11,38,6
1950,11,12,53,7
1950,11,13,51,1
1950,11,14,48,2
1950,11,15,83,3
1950,11,16,44,4
1950,11,17,41,5
1950,11,18,52,6
1950,11,19,40,7
1950,11,20,92,1
1950,11,21,47,2
1950,11,22,34,3
1950,11,23,54,4
1950,11,24,29,5
1950,11,25,71,6
1950,11,26,53,7
1950,11,27,40,1
1950,11,28,46,2
1950,11,29,37,3
1950,11,30,46,4
1950,12,1,98,5
1950,12,2,58,6
1950,12,3,43,7
1950,12,4,45,1
1950,12,5,75,2
1950,12,6,32,3
1950,12,7,40,4
1950,12,8,43,5
1950,12,9,45,6
1950,12,10,68,7
1950,12,11,39,1
1950,12,12,41,2
1950,12,13,36,3
1950,12,14,47,4
1950,12,15,59,5
1950,12,16,35,6
1950,12,17,37,7
1950,12,18,51,1
1950,12,19,35,2
1950,12,20,52,3
1950,12,21,30,4
1950,12,22,30,5
1950,12,23,28,6
1950,12,24,41,7
1950,12,25,53,1
1950,12,26,33,2
1950,12,27,38,3
1950,12,28,47,4
1950,12,29,28,5
1950,12,30,22,6
1950,12,31,19,7
1951,1,1,475,1
1951,1,2,282,2
1951,1,3,190,3
1951,1,4,115,4
1951,1,5,183,5
1951,1,6,90,6
1951,1,7,98,7
1951,1,8,83,1
1951,1,9,57,2
1951,1,10,185,3
1951,1,11,56,4
1951,1,12,86,5
1951,1,13,72,6
1951,1,14,71,7
1951,1,15,136,1
1951,1,16,80,2
1951,1,17,71,3
1951,1,18,96,4
1951,1,19,66,5
1951,1,20,140,6
1951,1,21,69,7
1951,1,22,82,1
1951,1,23,72,2
1951,1,24,70,3
1951,1,25,109,4
1951,1,26,68,5
1951,1,27,49,6
1951,1,28,68,7
1951,1,29,58,1
1951,1,30,61,2
1951,1,31,52,3
1951,2,1,181,4
1951,2,2,127,5
1951,2,3,89,6
1951,2,4,89,7
1951,2,5,108,1
1951,2,6,65,2
1951,2,7,76,3
1951,2,8,69,4
1951,2,9,66,5
1951,2,10,143,6
1951,2,11,61,7
1951,2,12,80,1
1951,2,13,73,2
1951,2,14,71,3
1951,2,15,114,4
1951,2,16,79,5
1951,2,17,61,6
1951,2,18,75,7
1951,2,19,57,1
1951,2,20,138,2
1951,2,21,70,3
1951,2,22,69,4
1951,2,23,72,5
1951,2,24,61,6
1951,2,25,103,7
1951,2,26,65,1
1951,2,27,63,2
1951,2,28,78,3
1951,3,1,163,4
1951,3,2,94,5
1951,3,3,89,6
1951,3,4,63,7
1951,3,5,78,1
1951,3,6,68,2
1951,3,7,50,3
1951,3,8,95,4
1951,3,9,48,5
